grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores,id
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Intervención psicopedagógica en aulas hospitalarias: hacia una pedagogía incluyente en contextos adversos,Colombia,Infancias Imágenes ,1657-9089,2014,13, ,56 - 63,10.14483/udistrital.jour.infimg.2014.2.a05,"ALEXANDER RODRIGUEZ BUSTAMANTE, GLORIA MARIA LOPEZ ARBOLEDA, SANDRA JULIET CLAVIJO ZAPATA",318
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Problemas asociados al consumo de alcohol en estudiantes universitarios.,Brasil,Revista Latino-Americana de Enfermagem ,1518-8345,2014,22,5 ,739 - 746,10.1590/0104-1169.3579.2475,GUSTAVO ADOLFO CALDERON VALLEJO,321
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Barras de futbol, consumo de drogas y violencia",Colombia,Psicología desde el Caribe ,0123-417X,2014,31,NA ,243 - 279,http://www.scielo.org.co/pdf/psdc/v31n2/v31n2a05.pdf,"GUILLERMO ALONSO CASTANO PEREZ, NICOLAS IGNACIO URIBE ARAMBURO",324
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Agresividad, consumo de drogas y ""barras bravas"" en el Fútbol",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2014,N/A,41 ,79 - 95,,"SANDRA MILENA RESTREPO ESCOBAR, GUILLERMO ALONSO CASTANO PEREZ",326
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Alcohol consumption and intervening factors observed in university students,Cuba,Revista Cubana de Salud Publica ,0864-3466,2014,40,1 ,42 - 60,,"GUILLERMO ALONSO CASTANO PEREZ, JOSE ANTONIO GARCIA DEL CASTILLO, JUAN CARLOS MARZO CAMPOS",328
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto del alcohol o drogas en adolescentes de la ciudad de Medellín,Colombia,Universitas Psychologica ,1657-9267,2013,12,3 ,84 - 98,,"GUILLERMO ALONSO CASTANO PEREZ, SANTIAGO MORALES MESA, ALEXANDER RODRIGUEZ BUSTAMANTE, MARIA CAROLINA MONTOYA MONTOYA, EDUARDO ARANGO TOBON, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA",329
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de drogas emergentes en Medellín, Colombia",Colombia,Revista Colombiana de Psiquiatria ,0034-7450,2013,42,3 ,248 - 256,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, DEDSY YAJAIRA BERBESI FERNANDEZ",331
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Riesgos y consecuencias de las prácticas sexuales en adolescentes bajo los efectos de alcohol y otras drogas,Cuba,Revista Cubana de Pediatria ,1561-3119,2013,85,1 ,75 - 94,,"GUILLERMO ALONSO CASTANO PEREZ, CAROLINA MONTOYA MONTOYA, SANTIAGO MORALES MESA, EDUARDO ARANGO, ALEXANDER RODRIGUEZ BUSTAMANTE, OLBER EDUARDO ARANGO TOBON, SANTIAGO ALBERTO MORALES MESA",338
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Diseño de un sistema de vigilancia en salud pública de drogas emergentes.,Colombia,Revista Ces Salud Pública ,2145-7816,2012,3,2 ,237 - 241,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, DESY YAJAIRA BERBESI",342
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La influencia del contexto sociocultural en el consumo de alcohol en población universitaria,Colombia,Tipica: Boletin Electronico De Salud Escolar ,1900-5121,2012,8,2 ,99 - 109,,GUSTAVO ADOLFO CALDERON VALLEJO,345
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Corto (Resumen),La violencia en las barras de futbol. Una aproximación desde la Etología y el Psicoanálisis,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2012,25,N/A ,1 - 11,http://www.funlam.edu.co/revistas/index.php/poiesis/article/view/641,NICOLAS IGNACIO URIBE ARAMBURO,346
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Revisión (Survey),El conocimiento cientifico sobre las drogas y su importancia en los programas de prevencion e intervencion,Colombia,Análisis ,0123-6814,2011,8,N/A ,149 - 157,http://www.funlam.edu.co - E-mail: analisis@funlam.edu.co,NICOLAS IGNACIO URIBE ARAMBURO,349
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Revisión (Survey),Importancia de los enfoques histórico y medico en la investigación sobre las drogas,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2011,22,N/A ,1 - 7,http://www.funlam.edu.co/revistas/index.php/poiesis/article/viewFile/227/213,NICOLAS IGNACIO URIBE ARAMBURO,350
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Consumo de heroína en Colombia, prácticas relacionadas e incidencia en la salud pública",Colombia,Revista Cubana de Salud Publica ,0864-3466,2010,36,4 ,311 - 322,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ",360
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Análisis en los diseños de investigación social con énfasis en lo empírico o con acento en lo comprensivo,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2009,17,N/A ,1 - 10,,GUSTAVO ADOLFO CALDERON VALLEJO,362
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,La droga: fantasma o realidad,Colombia,Análisis ,0123-6814,2008,7,N/A ,6 - 9,,GUSTAVO ADOLFO CALDERON VALLEJO,363
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Aspectos Socioculturales del consumo de alcohol en Latinoamerica y Estrategias de Prevencion,Colombia,Análisis ,0123-6814,2008,5,7 ,15 - 27,,GUILLERMO ALONSO CASTANO PEREZ,365
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Estado de la cuestión sobre investigaciones en prevención de las drogodependencias en Colombia, 1980- 2002",Colombia,Salud y Drogas ,1578-5319,2008,8,2 ,189 - 211,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA",366
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,En Colombia No existen políticas Publicas que trasciendan los sucesivos gobiernos.,Portugal,Revista Dependencias ,1124-1854,2007,1,1 ,24 - 26,,GUILLERMO ALONSO CASTANO PEREZ,367
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Erradicación de los cultivos ilícitos,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2007,10,15 ,53 - 66,,"GUSTAVO ADOLFO CALDERON VALLEJO, LUZ DOLLY LOPERA  GARCIA",368
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Concepción del objeto drogasegún estudios realizados en Colombia en los últimos 10 años con población joven en edades comprendidas entre los 15 y 29 años de edad.,Colombia,Revista Universidad De San Buenaventura ,0121-7887,2006,12,1 ,201 - 219,,GUSTAVO ADOLFO CALDERON VALLEJO,369
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Nuevas tendencias en prevención de las drogodependencias,España,Salud y Drogas ,1578-5319,2006,6,2 ,127 - 148,,GUILLERMO ALONSO CASTANO PEREZ,370
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Mujer y consumo de psicoactivos. Factores protectores,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2005,9,1 ,2 - 6,,GUILLERMO ALONSO CASTANO PEREZ,371
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Reflexiones en torno a la construccion de una linea de investigacion en farmacodependencia,Brasil,Texto e Contexto Enfermagem ,0104-0707,2004,13,2 ,280 - 285,,"GUILLERMO ALONSO CASTANO PEREZ, GUSTAVO ADOLFO CALDERON VALLEJO",373
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"Línea de Investigación: el ser humano, su relación con las drogas y los problemas conexos",Colombia,Textos Y Argumentos ,1692-1135,2003,1,5 ,7 - 86,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO CASTANO PEREZ",374
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Concepto para la acción: el desarrollo humano,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2003,6,7 ,47 - 54,,GUSTAVO ADOLFO CALDERON VALLEJO,375
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,"En prevención, un nuevo paradigma: El enfoque propositivo en la intervención de problemáticas sociales",Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2002,5,000 ,000 - 000,,"GUSTAVO ADOLFO CALDERON VALLEJO, GUILLERMO ALONSO CASTANO PEREZ, ANGELA MARIA PARRA BASTIDAS",376
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Desarrollo Humano como constructo conceptual y de acción para la prevención integral,Colombia,Poiésis: Revista Electrónica de Psicología Social ,1692-0945,2002,5,N/A ,000 - 000,,"GUSTAVO ADOLFO CALDERON VALLEJO, ANGELA MARIA PARRA BASTIDAS, GUILLERMO ALONSO CASTANO PEREZ",377
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Estrategias de reducción de daño en el contexto colombiano,Colombia,Revista Colombiana De Adicciones ,1692-1526,2002,1,1 ,91 - 103,,GUILLERMO ALONSO CASTANO PEREZ,378
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,CONSUMO DE HEROINA EN COLOMBIA,España,Adicciones ,0214-4840,2002,14,1 ,87 - 90,,GUILLERMO ALONSO CASTANO PEREZ,379
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Valores de convivencia y prácticas de socialización familiar en Medellín,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2001,1,5 ,36 - 43,,"GUSTAVO ADOLFO CALDERON VALLEJO, CLAUDIA VELEZ DE LA CALLE",380
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Estructura y dinámica interna de la familia en Medellín y su área Metropolitana,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2001,1,5 ,7 - 12,,"PATRICIA ELENA RAMIREZ ARBOLEDA, GUSTAVO ADOLFO CALDERON VALLEJO",381
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,EL PAPEL DINAMIZADOR DE LOS PADRES DE FAMILIA Y EDUCADORES FRENTE AL USO INDEBIDO DE SUSTANCIAS Y LOS HÁBITOS DE VIDA SALUDABLES,Colombia,Revista Alborada ,0121-4039,2000,318, ,12 - 15,,ANGELA MARIA PARRA BASTIDAS,382
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Cocainas fumables en latinoamerica,España,Adicciones ,0214-4840,2000,12,4 ,541 - 550,,GUILLERMO ALONSO CASTANO PEREZ,383
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,DROGAS EN LATINOAMÉRICA Y LOS PROGRAMAS DE REDUCCIÓN DEL DAÑO,Colombia,Adicciones ,0214-4840,1999,11,4 ,387 - 393,,GUILLERMO ALONSO CASTANO PEREZ,384
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,LAS ESTRATEGIAS DE REDUCCIÓN DEL DAÑO APLICADOS AL TRATAMIENTO DE DROGODEPENDIENTES DIFÍCILES,Colombia,Análisis ,0123-6814,1998,1,1 ,28 - 32,,GUILLERMO ALONSO CASTANO PEREZ,385
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Artículos publicados,Publicado en revista especializada,Los adolescentes consumidores de psicoactivos. Un desafío terapeútico,España,Adicciones ,0214-4840,1998,11,1 ,11 - 11,,GUILLERMO ALONSO CASTANO PEREZ,386
AYELEN,Artículos publicados,Publicado en revista especializada,Violencia de hijos a padres. Factores que aumentan el riesgo de exposición y la responsabilidad penal,Colombia,Juridicas Cuc ,1692-3030,2021,1,N/A ,405 - 426,,ROLAN CORREA LOPEZ,388
AYELEN,Artículos publicados,Publicado en revista especializada,Factores asociados al compromiso académico en universitarios de carreras virtuales: revisión de las principales teorías e instrumentos,Colombia,Panorama. Politécnico Grancolombiano ,2145-308X,2021,15,28 ,54 - 76,,"GERMAN ANDRES TORRES ESCOBAR, LAURA ISABEL BOTERO TRUJILLO",389
AYELEN,Artículos publicados,Revisión (Survey),Promoción de un perfil académico internacional en estudiantes de pregrado de programas de psicología en Colombia,Colombia,Gist Education And Learning Research Journal ,2248-8391,2020,21,N/A ,225 - 242,10.26817/16925777.775,ROLAN CORREA LOPEZ,390
AYELEN,Artículos publicados,Publicado en revista especializada,Promoting an academic international profile in undergraduate students of psychology programs in Colombia,Colombia,Gist Education And Learning Research Journal ,2248-8391,2020,21, ,225 - 242,,"ROLAN CORREA LOPEZ, GERMAN ANDRES TORRES ESCOBAR",391
AYELEN,Artículos publicados,Revisión (Survey),Percepción de la dislexia en el aula por los docentes: una revisión,Colombia,Tempus ,2422-2976,2020,1,4 ,30 - 43,,ROLAN CORREA LOPEZ,392
AYELEN,Artículos publicados,Publicado en revista especializada,Fortalecimiento del compromiso académico universitario en Colombia: La necesidad de formar auxiliares en investigación y docencia,Colombia,Sophia: Educación ,1794-8932,2019,15,2 ,18 - 27,10.18634/151950,GERMAN ANDRES TORRES ESCOBAR,393
AYELEN,Artículos publicados,Publicado en revista especializada,Relación entre el consumo de sustancias psicoactivas y la violencia filioparental en adolescentes,Colombia,Drugs And Addictive Behavior ,2463-1779,2019,4,N/A ,290 - 303,10.21501/24631779.3370,VIVIANA CARMENZA AVILA NAVARRETE,394
