grupo,categoria,Tipo_Curso,Nombre_curso,Pais,Ano,Idioma,Medio_divulgacion,sitio_web,Participacion,Duracion_semanas,Finalidad,lugar,Institucion_Financiadora,Autores
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Gestión del riesgo en las organizaciones,Colombia,2021,Español,Internet, ,Docente,2,Realizar proyectos de colaboración virtual internacional e interinstitucional,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA PATRICIA VASQUEZ MONTOYA
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Educación Financiera Finanzas Personales,Colombia,2020,Español,Internet, ,Docente,1,Realizar proyectos de colaboración virtual internacional e interinstitucional,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, OLGA PATRICIA VASQUEZ MONTOYA
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,curso formulación de proyectos,Colombia,2020,Español,Otro, ,Docente,0,curso dictado en el nivel de especialización,Corporación Universitaria Remington,CORPORACIÓN UNIVERSITARIA REMINGTON, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Otro ,Curso Preparación y formulación de Proyectos - Maestría,México,2020,Español,Otro, ,Docente,4,,,Universidad Autónoma De Chiapas, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Especialización ,Curso evaluación financiera de Proyectos,Colombia,2019,Español,Otro, ,Docente,4,orientación del curso en la Especialización gerencia de proyectos,IES CEIPA,Fundación Universitaria CEIPA, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Especialización ,Curso Modelación y evaluación Financiera,Colombia,2019,Español,Otro, ,Docente,4,orientar curso en la Especialicación de Gerencia Financiera,IES CEIPA,Fundación Universitaria CEIPA, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Otro ,Curso finanzas - Maestria en Administración,Colombia,2018,Español,Papel, ,Docente,2,orientar el curso Finanzas en la maest´ria en administración,Universidad Catolica Luis Amigó - Sede medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Otro ,Curso finanzas - Maestria en Administración,Colombia,2017,Español,Otro, ,Docente,2,orientar el curso Finanzas en la maestría en administración,Universidad Catolica Luis Amigó - Sede Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Cátedra Abierta Crowdfunding financiamiento de multitudes,Colombia,2017,Español,Papel, ,Organizador,0,Enetende rlos diferentes conceptos y procesos que hacen parte del Crowdfunding,Auditorio torrente Universidad católica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Otro ,Diseño preguntas Saber Pro,Colombia,2017,Español,Otro, ,Docente,5,"Capacitar a los docentes del programa de Contaduría Pública de la Universidad La Gran Colombia en diseño de preguntas del tipo de la prueba estatal ""Saber Pro""",Facultad de contaduría Pública,Universidad La Gran Colombia - Sede Bogotá, LILIAM BETANCUR JARAMILLO
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Investigación Contable,Colombia,2017,Español,Otro, ,Docente,1,Ofrecer elementos para la comprensión de la metodología de la investigación contable,Programa de Contaduría Pública - Girardot,, LILIAM BETANCUR JARAMILLO
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Cátedra Abierta Mercados Privados,Colombia,2017,Español,Papel, ,Docente,0,Entender el funcionamiento de los mercados privados y las variables que afectan a estos,Auditorio 1-510 Universidad catolica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,"Catedra abierta Nacionalismo, Economia y Finanzas",Colombia,2017,Español,Otro, ,Docente,0,Entender las distintas problemáticas coyunturales que afectan el área de las finanzas,Auditorio 1-510 Universidad catolica Luis amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Investigación Cualitativa,Perú,2014,Español,Otro, ,Docente,1,Aportar a la formación de los estudiantes de Trabajo de Grado,Universidad Nacional del Callao,UNIVERSIDAD CATOLICA LUIS AMIGO, LILIAM BETANCUR JARAMILLO
CONTAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario de Normas Internacionales de Información Financiera,Colombia,2013,Español,Internet, ,Docente,1,Seminario de actualización a egresados,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, ELKIN HORACIO QUIROS LIZARAZO
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,Antropología y cosmovisiones,Colombia,2019,Español,Varios, ,Docente,2,,,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Cine y filosofía,Colombia,2019,Español,Otro, ,Docente,16,,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Metafísica y ontología,Colombia,2019,Español,Varios, ,Docente,16,,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Teoría del conocimiento,Colombia,2019,Español,Otro, ,Docente,6,,,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Introducción al pensamiento filosófico,Colombia,2019,Español,Otro, ,Docente,16,,,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Introducción a la filosofía,Colombia,2019,Español,Otro, ,Docente,16,,,UNIVERSIDAD CATOLICA LUIS AMIGO, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Latín I,Colombia,2019,Español,Otro, ,Docente,16,,,, PALOMA MARIN ESCOBAR
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,antropología y cosmovisiones,Colombia,2019,Español,Papel, ,Docente,16,,,UNIVERSIDAD CATOLICA LUIS AMIGO, ANDRES ESCOBAR VASQUEZ
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,humanismo y cultura ciudadana,Colombia,2019,Español,Papel, ,Docente,16,,,UNIVERSIDAD PONTIFICIA BOLIVARIANA, ANDRES ESCOBAR VASQUEZ
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,ética y axiología,Colombia,2019,Español,Papel, ,Docente,16,,,UNIVERSIDAD CATOLICA LUIS AMIGO, ANDRES ESCOBAR VASQUEZ
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,arte universal,Colombia,2019,Español,Papel, ,Docente,16,,,UNIVERSIDAD CATOLICA LUIS AMIGO, ANDRES ESCOBAR VASQUEZ
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,Mariología,Colombia,2018,Español,Otro, N/A,Docente,1,Contribuir al proceso de formación de los Religiosos Terciarios Capuchinos,Centro de atención al joven  Carlos LLeras Restrepo,Congregación de Religiosos Terciarios Capuchinos, JONNY ALEXANDER GARCIA ECHEVERRI
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,Pasantía de investigación doctoral,Colombia,2018,Español,Otro, ,Otro,0,Realizar una estancia doctoral para avanzar en la producción de la tesis doctoral,Universidad Nacional Autónoma de México,UNIVERSIDAD NACIONAL DE COLOMBIA SEDE MEDELLÍN, LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Extensión extracurricular ,Cristología del Buen Pastor,Colombia,2017,Español,Otro,//www.terciariascapuchinas.org/capuchi/index.php?lang=es,Docente,1,Formación de Comunidad Religiosa Terciarias Capuchinas,Robledo,UNIVERSIDAD CATOLICA LUIS AMIGO, JONNY ALEXANDER GARCIA ECHEVERRI
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Taller de escritura creativa,Colombia,2016,Español,Otro, ,Docente,11,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Taller de escritura creativa,Colombia,2016,Español,Otro, ,Docente,11,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Taller de escritura creativa,Colombia,2015,Español,Otro, ,Docente,11,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,El hombre y sus acciones,Colombia,2014,Español,Otro, ,Docente,6,,Fundación Universitaria Católica del norte,FUNDACIÓN UNIVERSITARIA CATÓLICA DEL NORTE, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Antropología filosófica,Colombia,2014,Español,Otro, ,Docente,6,,Fundación Universitaria Católica del Norte,FUNDACIÓN UNIVERSITARIA CATÓLICA DEL NORTE, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Metodología de la investigación,Colombia,2012,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Ensayo filosófico,Colombia,2012,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Formación discursiva y argumentativa,Colombia,2012,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,"Diálogo, interpretación y comprensión",Colombia,2010,Español,Otro, ,Docente,4,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Hermenéutica literaria,Colombia,2010,Español,Otro, ,Docente,4,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Epistemología de las matemáticas,Colombia,2009,Español,Otro, ,Docente,2,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Lingüística,Colombia,2008,Español,Otro, ,Docente,2,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Competencia lingüística,Colombia,2008,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Ética y procesos socio educativos,Colombia,2007,Español,Otro, ,Docente,1,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Pedagogía y comunicación,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Antropología cultural,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Introducción a la filosofía,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Teorías políticas,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Proyecto de investigación,Colombia,2007,Español,Otro, ,Docente,14,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Epistemología,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Fundamentación filosófica de la ética,Colombia,2007,Español,Otro, ,Docente,1,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Antropología cultural,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Introducción a la filosofía,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Métodos y técnicas de investigación,Colombia,2007,Español,Otro, ,Docente,8,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Otro ,Teorías Políticas,Colombia,2007,Español,Otro, ,Docente,16,,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ESTEBAN ZULUAGA MESA
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Bietica 04,Colombia,2003,Español,Papel, ,Docente,12,,facultad de medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA, VICTOR RAUL JARAMILLO RESTREPO
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Formacion Humana 04,Colombia,2003,Español,Papel, ,Docente,10,,Facultad de Medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA, VICTOR RAUL JARAMILLO RESTREPO
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Curso de extensión sobre abordaje integral en dolor crónico y cuidado paliativo,Colombia,2002,Español,Papel, ,,,,,," VICTOR RAUL JARAMILLO RESTREPO, JOHN JAIRO VARGAS GOMEZ, TIBERIO ALVAREZ ECHEVERRI, ANA MILENA GAVIRIA GOMEZ, CONSUELO MESA VELEZ, MARIA CLARA VELEZ ANGEL"
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Curso de extensión en Dolor y Cuidado Paliativo con énfasis en familia,Colombia,2002,Inglés,Papel, ,,,,,," VICTOR RAUL JARAMILLO RESTREPO, JOHN JAIRO VARGAS GOMEZ, TIBERIO ALVAREZ ECHEVERRI, ALICIA KRIKORIAN DAVELOZA, MARIA CLARA VELEZ ANGEL"
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Bioetica 02,Colombia,2002,Español,Papel, ,Docente,6,,Facultad de medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA," VICTOR RAUL JARAMILLO RESTREPO, TIBERIO ALVAREZ"
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Bioetica 03,Colombia,2002,Español,Papel, ,Docente,10,,Facultad de medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA, VICTOR RAUL JARAMILLO RESTREPO
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Formacion Humana 03,Colombia,2002,Español,Papel, ,Docente,10,,Facultad de Medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA," VICTOR RAUL JARAMILLO RESTREPO, JOHN JAIRO VARGAS GOMEZ"
FILOSOFIA Y TEOLOGIA CRITICA,Curso de Corta Duración Dictados, Especialización ,Formacion Humana 02,Colombia,2002,Español,Papel, ,Docente,10,,Facultad de Medicina,UNIVERSIDAD PONTIFICIA BOLIVARIANA," VICTOR RAUL JARAMILLO RESTREPO, JOHN JAIRO VARGAS GOMEZ"
URBANITAS,Curso de Corta Duración Dictados, Perfeccionamiento ,Ciberadicciones y peligros tecnológicos,Guatemala,2020,Español,Internet,//institutoe625.com/cursos-de-diciembre/,Docente,4,"Entrenar a padres, líderes generacionales, pastores, maestros de escuela dominical y educadores para poder ayudar a las nuevas generaciones a enfrentar los riesgos y peligros que las tecnologías.",Instituto E625,Instituto E625, JHOEEN SNEYDER ROJAS DIAZ
URBANITAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Marketing Científico,Colombia,2017,Español,Varios,//www.upb.edu.co/es/eventos/marketing-cientifico,Docente,1,"Conoce sobre herramientas y estrategias para la visibilización de ciencia y la transferencia de conocimieto: Índice H, SEO para la ciencia, PorP.",Universidad Pontificia Bolivariana,UNIVERSIDAD PONTIFICIA BOLIVARIANA, EDWIN ANDRES SEPULVEDA CARDONA
URBANITAS,Curso de Corta Duración Dictados, Extensión extracurricular ,DESAFÍOS PASTORALES HOY,Colombia,2017,Español,Papel, NA,Docente,1,Contribuir a la formación pastoral de líderes religiosos en aspectos relacionados con las problemáticas con el uso de la tecnología.,ASOCIACIÓN DE IGLESIAS EVANGÉLICAS DEL CARIBE - AIEC,ASOCIACIÓN DE IGLESIAS EVANGÉLICAS DEL CARIBE, JHOEEN SNEYDER ROJAS DIAZ
URBANITAS,Curso de Corta Duración Dictados, Perfeccionamiento ,MINISTERIOS DIGITALES. USO DE TIC EN LA IGLESIA,Colombia,2017,Español,Papel, ,Docente,2,,FUNDACIÓN UNIVERSITARIA SEMINARIO BÍBLICO DE COLOMBIA,, JHOEEN SNEYDER ROJAS DIAZ
URBANITAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Cumbre Nacional de Mercadeo y Publicidad - capacitador,Colombia,2016,Español,Papel, ,Docente,1,capacitar en erramientas de diseño digital,Universidad de Antioquia,, RAFAEL VARGAS CANO
URBANITAS,Curso de Corta Duración Dictados, Extensión extracurricular ,Diplomado Cátedra internacional de educación superior y mundo contemporáneo,Colombia,2013,Español,Papel, ,Docente,1,Formación del profesorado,TECNAR,RED DE INSTITUCIONES DE EDUCACION SUPERIOSR DEL CARIBE COLOMBIANO, GABRIEL JAIME LOTERO ECHEVERRI
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,ACTUALIZACIÓN EN PREVENCIÓN Y TRATAMIENTO DE LAS ADICCIONES,Argentina,2021,Español,Internet, ,Docente,18,Formación en prevención de las adicciones,Universidad Nacional de Córdoba,Universidad Nacional de Córdoba, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Foro Internacional Resultados de Aprendizaje y Calidad en la Educación Superior.,Colombia,2020,Español,Internet,//especiales.colombiaaprende.edu.co/calidadesdetodos/,Docente,2,"El pasado 11 y 12 de noviembre el Ministerio de Educación Nacional con el apoyo del ICFES, RedUnete y Telescopi, llevó a cabo el cuarto y último momento del Foro Internacional Resultados de Aprendizaje y Calidad para la Educación Superior, espacio en el cual se conversó sobre los Sistemas Internos d",Bogotá D.C.,Ministerio De Educación Nacional - Mineducación, ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"5to Encuentro Nacional y 4to internacional en Pedagogía, Investigación y Cultura",Colombia,2020,Español,Internet,//www.umariana.com.co/noticias/index.php/628-facultad-de-educacion-prepara-encuentro-en-pedagogia-investigacion-y-cultura,Otro,1,"Se trata del 5to Encuentro Nacional y 4to Internacional, dirigido a reflexionar sobre el saber y la praxis del hecho pedagógico, investigativo y cultural en los contextos nacionales e internacionales, como fenómenos que se integran y dinamizan la presentación, divulgación, debate y crítica del conoc",Pasto,Universidad Mariana - Unimar, ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Prevención y tratamiento de las adicciones,Argentina,2020,Español,Papel, ,Docente,8,Formación en prevención de las adicciones,Universidad Nacional de Córdoba,Universidad Nacional de Córdoba, SANDRA MILENA RESTREPO ESCOBAR
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso Gestión de las Instituciones de Educación Superior,Colombia,2020,Español,Papel,//www.ascun.org.co/noticias/detalle/conclusiones-de-la-primera-cohorte-del-mooc-gestion-de-las-instituciones-de-educacion-superior-ee0,Otro,5,"Culminada la primera cohorte del MOOC ¿Gestión de las IES¿ realizado por el Programa Retos de la Asociación Colombiana de Universidades, se presentan las conclusiones como resultado de la perspectiva de 258 académicos de 100 Instituciones de Educación Superior, en temas referentes a educación virtua",ASCUN,Asociación Colombiana De Universidades - Ascun, ALEXANDER RODRIGUEZ BUSTAMANTE
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Otro ,Teoría de grupos,Colombia,2020,Español,Papel, ,Docente,16,"Contextualizar la evolución y estructuración epistemológica de la ciencia y la psicología a lo largo de la historia, estableciendo las bases teóricas generales de este campo del saber cómo marco de referencia para desarrollar un pensamiento crítico, creativo y propositivo en el psicólogo.",Medellín,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Otro ,Práctica profesional I,Colombia,2020,Español,Papel, ,Docente,16,Acompañar la asesoría de práctica profesional de estudiantes del octavo semestre de psicología en el campo social y educativo,Medellín,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Seminario de linea I Maestría en educación,Colombia,2020,Español,Papel, ,Docente,16,Formación y tutoría en investigación y acompañamiento en construcción y ejecución de propuesta de investigación de estudiante de maestría,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Seminario de línea I Maestría en Intervenciones Psicosociales,Colombia,2020,Español,Papel, ,Docente,16,Formación y tutoría en investigación y acompañamiento en construcción y ejecución de propuesta de investigación de estudiante de maestría,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Relación entre desarrollo, educación y aprendizaje I",Colombia,2020,Español,Papel, ,Docente,0,Formación a estudiantes de la licenciatura en educación especial,Medellín,UNIVERSIDAD DE ANTIOQUIA, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Otro ,Intervención de grupos,Colombia,2020,Español,Papel, ,Docente,16,"Contextualizar  propuestas de intervención psicosocial a partir de la interacción con los actores sociales y la lectura de la realidad desde una perspectiva de desarrollo humano integral, ético, estético, sociocultural y político.",Medellín,TECNOLOGICO DE ANTIOQUIA INSTITUCION UNIVERSITARIA, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Perfeccionamiento ,Seminario de linea II Maestria en Intervenciones Psicosociales,Colombia,2020,Español,Papel, ,Docente,16,Formación y tutoría en investigación y acompañamiento en construcción y ejecución de propuesta de investigación de estudiante de maestría,Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, YUSTY CAROLINA RESTREPO SEGURA
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Curso formulación y evaluación de Proyectos,Colombia,2019,Español,Papel, ,Docente,2,orientar el curso Formulación y evaluación de proyectos en la especialización de Gerencia de Proyectos,Corporación Universitaria Remington - Monteria,CORPORACIÓN UNIVERSITARIA REMINGTON, MAURICIO ALEJANDRO BEDOYA JIMENEZ
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,Neuropsicología de los procesos cognitivos,Colombia,2018,Español,Papel, ,Docente,2,"Ofrecer los fundamentos teóricos de los procesos cognitivos que subyacen al aprendizaje, a los estudiantes de la Especialización en Neuropsicopedagogía",Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, DUBIS MARCELA RINCON BARRETO
FARMACODEPENDENCIA Y OTRAS ADICCIONES,Curso de Corta Duración Dictados, Especialización ,"curso Historia, geopolítica y Aspectos socioculturales de las drogas",Colombia,2018,Español,Papel, ,Docente,4,"orientar el curso Historia, geopolítica y Aspectos socioculturales de las drogas en la Especialización de Adicciones",Universidad Catolica Luis Amigó - Sede Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO ALEJANDRO BEDOYA JIMENEZ
