"","revista","categoria","ano","ISSN"
"35486","NOUVELLE REVUE FRANCAISE","C",2022,"0029-4802"
"35487","NOWOTWORY","C",2022,"0029-540X"
"35488","NUCLEUS","C",2022,"0029-568X"
"35489","NUCLEUS","C",2022,"
0976-7975"
"35490","NURSING STANDARD","C",2022,"0029-6570"
"35491","NURSING STANDARD","C",2022,"
2047-9018"
"35492","OECD OBSERVER ORGANISATION FOR ECONOMIC CO OPERATION AND
DEVELOPMENT THE","C",2022,"0029-7054"
"35493","OBSERVATORY","C",2022,"0029-7704"
"35494","OCEANOLOGIA ET LIMNOLOGIA SINICA","C",2022,"0029-814X"
"35495","OCEANUS","C",2022,"0029-8182"
"35496","OEIL","C",2022,"0029-862X"
"35497","OSTERREICHISCHE ZEITSCHRIFT FUR VOLKSKUNDE","C",2022,"0029-9669"
"35498","OFTALMOLOGICHESKII ZHURNAL","C",2022,"0030-0675"
"35499","OHIO JOURNAL OF SCIENCES","C",2022,"0030-0950"
"35500","JAPAN JOURNAL OF LOGOPEDICS AND PHONIATRICS","C",2022,"0030-2813"
"35501","JAPAN JOURNAL OF LOGOPEDICS AND PHONIATRICS","C",2022,"
1884-3646"
"35502","OPERA","C",2022,"0030-3526"
"35503","OPTICA PURA Y APLICADA","C",2022,"0030-3917"
"35504","ORIENT","C",2022,"0030-5227"
"35505","ORIENTAL INSECTS","C",2022,"0030-5316"
"35506","ORIENTAL INSECTS","C",2022,"
2157-8745"
"35507","ORIENTE MODERNO","C",2022,"0030-5472"
"35508","ORIENTE MODERNO","C",2022,"
2213-8617"
"35509","ORVOSI HETILAP","C",2022,"0030-6002"
"35510","ORVOSI HETILAP","C",2022,"
1788-6120"
"35511","JOURNAL OF OTOLARYNGOLOGY OF JAPAN","C",2022,"0030-6622"
"35512","JOURNAL OF OTOLARYNGOLOGY OF JAPAN","C",2022,"
1883-0854"
"35513","OUD HOLLAND","C",2022,"0030-672X"
"35514","OUD HOLLAND","C",2022,"
1875-0176"
"35515","OVERLAND","C",2022,"0030-7416"
"35516","OVERLAND","C",2022,"
1444-3163"
"35517","TB MITTEILUNGEN FORSCHEN UND PRUFEN","C",2022,"0030-834X"
"35518","PACIFIC NORTHWEST QUARTERLY","C",2022,"0030-8803"
"35519","PADIATRISCHE PRAXIS","C",2022,"0030-9346"
"35520","PAKISTAN DEVELOPMENT REVIEW","C",2022,"0030-9729"
"35521","JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION","C",2022,"0030-9982"
"35522","PAN PACIFIC ENTOMOLOGIST","C",2022,"0031-0603"
"35523","PAN PACIFIC ENTOMOLOGIST","C",2022,"
2162-0237"
"35524","PAPERS IN METEOROLOGY AND GEOPHYSICS","C",2022,"0031-126X"
"35525","PAPERS IN METEOROLOGY AND GEOPHYSICS","C",2022,"
1880-6643"
"35526","PARIS REVIEW","C",2022,"0031-2037"
"35527","PEDIATRIA POLSKA","C",2022,"0031-3939"
"35528","PEDIATRIYA ZHURNAL IM G N SPERANSKOGO","C",2022,"0031-403X"
"35529","PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY","C",2022,"0031-4587"
"35530","PENNSYLVANIA MAGAZINE OF HISTORY AND BIOGRAPHY","C",2022,"
2169-8546"
"35531","PENSEE","C",2022,"0031-4773"
"35532","PUBLIC FINANCE QUARTERLY","C",2022,"0031-496X"
"35533","PUBLIC FINANCE QUARTERLY","C",2022,"
2064-8278"
"35534","PHARMA TIMES","C",2022,"0031-6849"
"35535","PHARMACEUTISCH WEEKBLAD","C",2022,"0031-6911"
"35536","PHARMAZEUTISCHE INDUSTRIE","C",2022,"0031-711X"
"35537","PHARMAZEUTISCHE INDUSTRIE","C",2022,"
1616-7074"
"35538","PHARMAZEUTISCHE ZEITUNG","C",2022,"0031-7136"
"35539","PHILIPPINE AGRICULTURAL SCIENTIST","C",2022,"0031-7454"
"35540","PHILOLOGICAL QUARTERLY","C",2022,"0031-7977"
"35541","PHILOSOPHISCHE RUNDSCHAU","C",2022,"0031-8159"
"35542","PHILOSOPHISCHE RUNDSCHAU","C",2022,"
1868-7261"
"35543","PHYTOMORPHOLOGY AN INTERNATIONAL JOURNAL OF PLANT
MORPHOLOGY","C",2022,"0031-9449"
"35544","PHYTON INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY","C",2022,"0031-9457"
"35545","PHYTON INTERNATIONAL JOURNAL OF EXPERIMENTAL BOTANY","C",2022,"
1851-5657"
"35546","PLASTICS TECHNOLOGY","C",2022,"0032-1257"
"35547","POETRY","C",2022,"0032-2032"
"35548","POETRY","C",2022,"
2330-0795"
"35549","POETRY REVIEW","C",2022,"0032-2156"
"35550","POETRY WALES","C",2022,"0032-2202"
"35551","POLITICKA EKONOMIE","C",2022,"0032-3233"
"35552","POLITICKA EKONOMIE","C",2022,"
2336-8225"
"35553","POLISH JOURNAL OF ENTOMOLOGY","C",2022,"0032-3780"
"35554","POLISH JOURNAL OF ENTOMOLOGY","C",2022,"
2299-9884"
"35555","POLYMER NEWS","C",2022,"0032-3918"
"35556","PORTUGALIAE MATHEMATICA","C",2022,"0032-5155"
"35557","PORTUGALIAE MATHEMATICA","C",2022,"
1662-2758"
"35558","POSTEPY BIOCHEMII","C",2022,"0032-5422"
"35559","PRACTICA OTOLOGICA","C",2022,"0032-6313"
"35560","PRACTITIONER","C",2022,"0032-6518"
"35561","PRAKTICKY LEKAR","C",2022,"0032-6739"
"35562","PRAKTICKY LEKAR","C",2022,"
1805-4544"
"35563","PRAKTISCHE METALLOGRAPHIE PRACTICAL METALLOGRAPHY","C",2022,"0032-678X"
"35564","PRAKTISCHE METALLOGRAPHIE PRACTICAL METALLOGRAPHY","C",2022,"
2195-8599"
"35565","PRAKTISCHE TIERARZT","C",2022,"0032-681X"
"35566","MATERIAUX ET TECHNIQUES","C",2022,"0032-6895"
"35567","MATERIAUX ET TECHNIQUES","C",2022,"
1778-3771"
"35568","PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE","C",2022,"0032-7034"
"35569","PRAXIS DER KINDERPSYCHOLOGIE UND KINDERPSYCHIATRIE","C",2022,"
2196-8225"
"35570","PROFESSIONI INFERMIERISTICHE","C",2022,"0033-0205"
"35571","PROTETYKA STOMATOLOGICZNA","C",2022,"0033-1783"
"35572","PRZEGLAD EPIDEMIOLOGICZNY","C",2022,"0033-2100"
"35573","PRZEGLAD GEOLOGICZNY","C",2022,"0033-2151"
"35574","PRZEGLAD DERMATOLOGICZNY","C",2022,"0033-2526"
"35575","PRZEGLAD DERMATOLOGICZNY","C",2022,"
2084-9893"
"35576","PSYCHE","C",2022,"0033-2615"
"35577","PSYCHE","C",2022,"
1687-7438"
"35578","PSYCHOLOGIA","C",2022,"0033-2852"
"35579","PSYCHOLOGIA","C",2022,"
1347-5916"
"35580","PSYCHOLOGICAL PERSPECTIVES","C",2022,"0033-2925"
"35581","PSYCHOLOGICAL PERSPECTIVES","C",2022,"
1556-3030"
"35582","QUADERNI URBINATI DI CULTURA CLASSICA","C",2022,"0033-4987"
"35583","QUADERNI URBINATI DI CULTURA CLASSICA","C",2022,"
1724-1901"
"35584","QUALITY PROGRESS","C",2022,"0033-524X"
"35585","QUEENS QUARTERLY","C",2022,"0033-6041"
"35586","RADIOLOGE","C",2022,"0033-832X"
"35587","RADIOLOGE","C",2022,"
1432-2102"
"35588","RADIOLOGIA","C",2022,"0033-8338"
"35589","RADIOLOGIA","C",2022,"
1578-178X"
"35590","RADIOLOGIC TECHNOLOGY","C",2022,"0033-8397"
"35591","RADIOLOGIC TECHNOLOGY","C",2022,"
1943-5657"
"35592","RECENTI PROGRESSI IN MEDICINA","C",2022,"0034-1193"
"35593","RECENTI PROGRESSI IN MEDICINA","C",2022,"
2038-1840"
"35594","RECHERCHES DE SCIENCE RELIGIEUSE","C",2022,"0034-1258"
"35595","REFLETS ET PERSPECTIVES DE LA VIE ECONOMIQUE","C",2022,"0034-2971"
"35596","REFLETS ET PERSPECTIVES DE LA VIE ECONOMIQUE","C",2022,"
1782-1509"
"35597","REINWARDTIA","C",2022,"0034-365X"
"35598","REINWARDTIA","C",2022,"
2337-8824"
"35599","RENAISSANCE AND REFORMATION","C",2022,"0034-429X"
"35600","REPORTS ON MATHEMATICAL PHYSICS","C",2022,"0034-4877"
"35601","REPORTS ON MATHEMATICAL PHYSICS","C",2022,"
1879-0674"
"35602","REVIJA ZA KRIMINALISTIKO IN KRIMINOLOGIJO","C",2022,"0034-690X"
"35603","REVISTA ARGENTINA DE CARDIOLOGIA","C",2022,"0034-7000"
"35604","REVISTA BRASILEIRA DE ECONOMIA","C",2022,"0034-7140"
"35605","REVISTA BRASILEIRA DE OFTALMOLOGIA","C",2022,"0034-7280"
"35606","REVISTA BRASILEIRA DE OFTALMOLOGIA","C",2022,"
1982-8551"
"35607","REVISTA CHILENA DE NEURO PSIQUIATRIA","C",2022,"0034-7388"
"35608","REVISTA CHILENA DE NEURO PSIQUIATRIA","C",2022,"
0717-9227"
"35609","REVISTA CUBANA DE ESTOMATOLOGIA","C",2022,"0034-7507"
"35610","REVISTA CUBANA DE ESTOMATOLOGIA","C",2022,"
1561-297X"
"35611","REVISTA CUBANA DE PEDIATRIA","C",2022,"0034-7531"
"35612","REVISTA CUBANA DE PEDIATRIA","C",2022,"
1561-3119"
"35613","REVISTA DE ETNOGRAFIE SI FOLCLOR","C",2022,"0034-8198"
"35614","REVISTA DE METALURGIA","C",2022,"0034-8570"
"35615","REVISTA DE METALURGIA","C",2022,"
1988-4222"
"35616","REVISTA DE OBRAS PUBLICAS","C",2022,"0034-8619"
"35617","REVISTA DE OBRAS PUBLICAS","C",2022,"
1695-4408"
"35618","REVISTA DE PSIHOLOGIE","C",2022,"0034-8759"
"35619","REVISTA DE PSIHOLOGIE","C",2022,"
2344-4665"
"35620","REVISTA IBEROAMERICANA","C",2022,"0034-9631"
"35621","REVISTA IBEROAMERICANA","C",2022,"
2154-4794"
"35622","REVISTA INTERAMERICANA DE PSICOLOGIA","C",2022,"0034-9690"
"35623","REVISTA INTERAMERICANA DE PSICOLOGIA","C",2022,"
2329-4795"
"35624","REVISTA MEDICA DE CHILE","C",2022,"0034-9887"
"35625","REVISTA MEDICA DE CHILE","C",2022,"
0717-6163"
"35626","REVISTA MEXICANA DE UROLOGIA","C",2022,"0035-0001"
"35627","REVUE ARCHEOLOGIQUE","C",2022,"0035-0737"
"35628","BELGISCH TIJDSCHRIFT VOOR NIEUWSTE GESCHIEDENIS REVUE BELGE DE
HISTOIRE CONTEMPORAINE","C",2022,"0035-0869"
"35629","REVUE BENEDICTINE","C",2022,"0035-0893"
"35630","REVUE DE GEOGRAPHIE ALPINE JOURNAL OF ALPINE RESEARCH","C",2022,"0035-1121"
"35631","REVUE DE GEOGRAPHIE ALPINE JOURNAL OF ALPINE RESEARCH","C",2022,"
1760-7426"
"35632","REVUE DE L ART","C",2022,"0035-1326"
"35633","REVUE DE L ART","C",2022,"
1953-812X"
"35634","REVUE DE LINGUISTIQUE ROMANE","C",2022,"0035-1458"
"35635","RLC REVUE DE LITTERATURE COMPAREE","C",2022,"0035-1466"
"35636","RLC REVUE DE LITTERATURE COMPAREE","C",2022,"
1965-0264"
"35637","REVUE DE METAPHYSIQUE ET DE MORALE","C",2022,"0035-1571"
"35638","REVUE DE METAPHYSIQUE ET DE MORALE","C",2022,"
2102-5177"
"35639","REVUE DE SYNTHE SE CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE","C",2022,"0035-1776"
"35640","REVUE DE SYNTHE SE CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE","C",2022,"
1955-2343"
"35641","REVUE DES SCIENCES HUMAINES","C",2022,"0035-2195"
"35642","REVUE D HISTOIRE DE L AMERIQUE FRANCAISE","C",2022,"0035-2357"
"35643","REVUE D HISTOIRE ECCLESIASTIQUE","C",2022,"0035-2381"
"35644","REVUE D HISTOIRE ECCLESIASTIQUE","C",2022,"
2294-1088"
"35645","LA REVUE DU PRATICIE","C",2022,"0035-2640"
"35646","LA REVUE DU PRATICIE","C",2022,"
2101-017X"
"35647","REVUE FORESTIERE FRANCAISE","C",2022,"0035-2829"
"35648","REVUE FRANCAISE DE PSYCHANALYSE","C",2022,"0035-2942"
"35649","REVUE HISTORIQUE","C",2022,"0035-3264"
"35650","REVUE HISTORIQUE","C",2022,"
2104-3825"
"35651","REVUE MEDICALE DE BRUXELLES","C",2022,"0035-3639"
"35652","REVUE MEDICALE DE LIEGE","C",2022,"0035-3663"
"35653","REVUE MEDICALE DE LIEGE","C",2022,"
0370-629X"
"35654","REVUE PHILOSOPHIQUE DE LA FRANCE ET DE LA ETRANGER","C",2022,"0035-3833"
"35655","REVUE PHILOSOPHIQUE DE LA FRANCE ET DE LA ETRANGER","C",2022,"
2104-385X"
"35656","REVUE PHILOSOPHIQUE DE LOUVAIN","C",2022,"0035-3841"
"35657","REVUE PHILOSOPHIQUE DE LOUVAIN","C",2022,"
1783-1768"
"35658","REVUE ROUMAINE DE CHIMIE","C",2022,"0035-3930"
"35659","REVUE ROUMAINE DE MATHEMATIQUES PURES ET APPLIQUEES","C",2022,"0035-3965"
"35660","REVUE THOMISTE","C",2022,"0035-4295"
"35661","THEORETICAL BIOLOGY FORUM","C",2022,"0035-6050"
"35662","THEORETICAL BIOLOGY FORUM","C",2022,"
2283-7175"
"35663","RIVISTA DI CULTURA CLASSICA E MEDIOEVALE","C",2022,"0035-6085"
"35664","RIVISTA DI CULTURA CLASSICA E MEDIOEVALE","C",2022,"
1724-062X"
"35665","RIVISTA DI FILOSOFIA NEO SCOLASTICA","C",2022,"0035-6247"
"35666","RIVISTA DI FILOSOFIA NEO SCOLASTICA","C",2022,"
1827-7926"
"35667","RIVISTA DI PSICOANALISI","C",2022,"0035-6492"
"35668","RIVISTA DI PSICOANALISI","C",2022,"
1974-4722"
"35669","RIVISTA DI STORIA E LETTERATURA RELIGIOSA","C",2022,"0035-6573"
"35670","RIVISTA DI STORIA E LETTERATURA RELIGIOSA","C",2022,"
2035-7583"
"35671","RIVISTA GEOGRAPHICA ITALIANA","C",2022,"0035-6697"
"35672","RIVISTA INTERNAZIONALE DI SCIENZE SOCIALI","C",2022,"0035-676X"
"35673","RIVISTA INTERNAZIONALE DI SCIENZE SOCIALI","C",2022,"
1827-7918"
"35674","RIVISTA ITALIANA DELLA SALDATURA","C",2022,"0035-6794"
"35675","RIVISTA ITALIANA DELLE SOSTANZE GRASSE","C",2022,"0035-6808"
"35676","ROMANIC REVIEW","C",2022,"0035-8118"
"35677","ROMANISCHE FORSCHUNGEN","C",2022,"0035-8126"
"35678","ROMANISCHE FORSCHUNGEN","C",2022,"
1864-0737"
"35679","JOURNAL AND PROCEEDINGS ROYAL SOCIETY OF NEW SOUTH WALES","C",2022,"0035-9173"
"35680","ROZHLEDY V CHIRURGII","C",2022,"0035-9351"
"35681","ROZHLEDY V CHIRURGII","C",2022,"
1805-4579"
"35682","RUBBER WORLD","C",2022,"0035-9572"
"35683","RUCH FILOZOFICZNY","C",2022,"0035-9599"
"35684","RUCH FILOZOFICZNY","C",2022,"
2545-3173"
"35685","RUSSELL JOURNAL OF THE BERTRAND RUSSELL STUDIES","C",2022,"0036-0163"
"35686","RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A","C",2022,"0036-0244"
"35687","RUSSIAN JOURNAL OF PHYSICAL CHEMISTRY A","C",2022,"
1531-863X"
"35688","SALMAGUNDI","C",2022,"0036-3529"
"35689","SAPPORO MEDICAL JOURNAL","C",2022,"0036-472X"
"35690","SCANDINAVICA","C",2022,"0036-5653"
"35691","SCHWEIZERISCHE ZEITSCHRIFT FUR FORSTWESEN","C",2022,"0036-7818"
"35692","SCHWEIZERISCHE ZEITSCHRIFT FUR FORSTWESEN","C",2022,"
2235-1469"
"35693","SCHWEIZERISCHES ARCHIV FUR VOLKSKUNDE","C",2022,"0036-794X"
"35694","SCOTTISH MEDICAL JOURNAL","C",2022,"0036-9330"
"35695","SCOTTISH MEDICAL JOURNAL","C",2022,"
2045-6441"
"35696","SCRIPTORIUM","C",2022,"0036-9772"
"35697","SEIKAGAKU THE JOURNAL OF JAPANESE BIOCHEMICAL SOCIETY","C",2022,"0037-1017"
"35698","SEMINARS IN ROENTGENOLOGY","C",2022,"0037-198X"
"35699","SEMINARS IN ROENTGENOLOGY","C",2022,"
1558-4658"
"35700","JOURNAL OF THE JAPAN RESEARCH ASSOCIATION FOR TEXTILE END USES","C",2022,"0037-2072"
"35701","SHAKESPEARE QUARTERLY","C",2022,"0037-3222"
"35702","SHAKESPEARE QUARTERLY","C",2022,"
1538-3555"
"35703","SIMIOLUS","C",2022,"0037-5411"
"35704","SINN UND FORM","C",2022,"0037-5756"
"35705","SLAVIC AND EAST EUROPEAN JOURNAL","C",2022,"0037-6752"
"35706","SLOVANSKY PREHLED","C",2022,"0037-6922"
"35707","SLOVENSKA LITERATURA","C",2022,"0037-6973"
"35708","REVISTA MEXICANA DE ANGIOLOGIA","C",2022,"0037-7740"
"35709","REVISTA MEXICANA DE ANGIOLOGIA","C",2022,"
0377-4740"
"35710","BULLETIN DE LA SOCIETE DE PATHOLOGIE EXOTIQUE","C",2022,"0037-9085"
"35711","BULLETIN DE LA SOCIETE DE PATHOLOGIE EXOTIQUE","C",2022,"
1961-9049"
"35712","BULLETIN DE LA SOCIETE ROYALE DES SCIENCES DE LIEGE","C",2022,"0037-9565"
"35713","BULLETIN DE LA SOCIETE VAUDOISE DES SCIENCES NATURELLES","C",2022,"0037-9603"
"35714","JOURNAL OF THE SOCIETY FOR PSYCHICAL RESEARCH","C",2022,"0037-9751"
"35715","JOURNAL OF THE SOCIETY FOR PSYCHICAL RESEARCH","C",2022,"
2515-1916"
"35716","JOURNAL OF FIBER SCIENCE AND TECHNOLOGY","C",2022,"0037-9875"
"35717","JOURNAL OF FIBER SCIENCE AND TECHNOLOGY","C",2022,"
2189-7654"
"35718","YUKI GOSEI KAGAKU KYOKAISHI JOURNAL OF SYNTHETIC ORGANIC
CHEMISTRY","C",2022,"0037-9980"
"35719","YUKI GOSEI KAGAKU KYOKAISHI JOURNAL OF SYNTHETIC ORGANIC
CHEMISTRY","C",2022,"
1883-6526"
"35720","SODOBNA PEDAGOGIKA","C",2022,"0038-0474"
"35721","SOINS LA REVUE DE REFERENCE INFIRMIERE","C",2022,"0038-0814"
"35722","JOURNAL OF THE GEODETIC SOCIETY OF JAPAN","C",2022,"0038-0830"
"35723","JOURNAL OF THE GEODETIC SOCIETY OF JAPAN","C",2022,"
2185-517X"
"35724","TRANSACTIONS OF THE SOUTH AFRICAN INSTITUTE OF ELECTRICAL
ENGINEERS","C",2022,"0038-2221"
"35725","SOUTH AFRICAN JOURNAL OF SURGERY","C",2022,"0038-2361"
"35726","SOUTH AFRICAN JOURNAL OF SURGERY","C",2022,"
2078-5151"
"35727","SOUTH AFRICAN STATISTICAL JOURNAL","C",2022,"0038-271X"
"35728","SOUTH DAKOTA MEDICINE THE JOURNAL OF THE SOUTH DAKOTA STATE
MEDICAL ASSOCIATION","C",2022,"0038-3317"
"35729","SOUTHEASTERN GEOLOGY","C",2022,"0038-3678"
"35730","SOUTHERN HUMANITIES REVIEW","C",2022,"0038-4186"
"35731","SOUTHWESTERN HISTORICAL QUARTERLY","C",2022,"0038-478X"
"35732","SOUTHWESTERN HISTORICAL QUARTERLY","C",2022,"
1558-9560"
"35733","SOUTHWESTERN NATURALIST","C",2022,"0038-4909"
"35734","SOUTHWESTERN NATURALIST","C",2022,"
1943-6262"
"35735","SPIEGEL DER LETTEREN","C",2022,"0038-7479"
"35736","SPIEGEL DER LETTEREN","C",2022,"
1783-1776"
"35737","STOMATOLOGIYA","C",2022,"0039-1735"
"35738","STOMATOLOGIYA","C",2022,"
2309-5318"
"35739","STRUMENTI CRITICI","C",2022,"0039-2618"
"35740","STUDI FRANCESI","C",2022,"0039-2944"
"35741","STUDIA MUSICOLOGICA","C",2022,"0039-3266"
"35742","STUDII SI CERCETARI LINGVISTICE","C",2022,"0039-405X"
"35743","SUO","C",2022,"0039-5471"
"35744","JAPANESE JOURNAL OF PHYSICAL FITNESS AND SPORTS MEDICINE","C",2022,"0039-906X"
"35745","TELECOMMUNICATIONS AND RADIO ENGINEERING","C",2022,"0040-2508"
"35746","TELECOMMUNICATIONS AND RADIO ENGINEERING","C",2022,"
1943-6009"
"35747","TEOLOGINEN AIKAKAUSKIRJA","C",2022,"0040-3555"
"35748","TERAPEVTICHESKII ARKHIV","C",2022,"0040-3660"
"35749","TERAPEVTICHESKII ARKHIV","C",2022,"
2309-5342"
"35750","TERRA","C",2022,"0040-3741"
"35751","TEXAS JOURNAL OF SCIENCE","C",2022,"0040-4403"
"35752","TEXAS MEDICINE","C",2022,"0040-4470"
"35753","TEXAS MEDICINE","C",2022,"
1938-3223"
"35754","TEXAS TRANSPORTATION RESEARCHER","C",2022,"0040-4748"
"35755","TEXT UND KRITIK","C",2022,"0040-5329"
"35756","TEXT UND KRITIK","C",2022,"
0935-2929"
"35757","THEATERHEUTE","C",2022,"0040-5507"
"35758","THEOLOGISCHE LITERATURZEITUNG","C",2022,"0040-5671"
"35759","THEOLOGISCHE RUNDSCHAU","C",2022,"0040-5698"
"35760","THERAPEUTISCHE UMSCHAU REVUE THERAPEUTIQUE","C",2022,"0040-5930"
"35761","THERAPEUTISCHE UMSCHAU REVUE THERAPEUTIQUE","C",2022,"
1664-2864"
"35762","TIJDSCHRIFT VOOR ENTOMOLOGIE","C",2022,"0040-7496"
"35763","TIJDSCHRIFT VOOR ENTOMOLOGIE","C",2022,"
2211-9434"
"35764","TIJDSCHRIFT VOOR FILOSOFIE","C",2022,"0040-750X"
"35765","TIJDSCHRIFT VOOR FILOSOFIE","C",2022,"
2031-8952"
"35766","TIJDSCHRIFT VOOR GESCHIEDENIS","C",2022,"0040-7518"
"35767","JOURNAL OF THE MEDICAL SOCIETY OF TOHO UNIVERSITY","C",2022,"0040-8670"
"35768","JOURNAL OF TOKYO MEDICAL UNIVERSITY","C",2022,"0040-8905"
"35769","TOPIQUE","C",2022,"0040-9375"
"35770","TOPIQUE","C",2022,"
1965-0604"
"35771","TRAVAIL HUMAIN","C",2022,"0041-1868"
"35772","TRAVAIL HUMAIN","C",2022,"
2104-3663"
"35773","TRIMESTRE ECONOMICO","C",2022,"0041-3011"
"35774","TRIQUARTERLY","C",2022,"0041-3097"
"35775","TSITOLOGIYA","C",2022,"0041-3771"
"35776","TUNISIE MEDICALE","C",2022,"0041-4131"
"35777","TUNISIE MEDICALE","C",2022,"
2724-7031"
"35778","UGESKRIFT FOR LAEGER","C",2022,"0041-5782"
"35779","UGESKRIFT FOR LAEGER","C",2022,"
1399-4174"
"35780","UGESKRIFT FOR LAEGER","C",2022,""
"35781","ULSTER MEDICAL JOURNAL","C",2022,"0041-6193"
"35782","ULSTER MEDICAL JOURNAL","C",2022,"
2046-4207"
"35783","BOLETIN MEXICANO DE DERECHO COMPARADO","C",2022,"0041-8633"
"35784","UNIVERSITY OF PITTSBURGH LAW REVIEW","C",2022,"0041-9915"
"35785","UNIVERSITY OF PITTSBURGH LAW REVIEW","C",2022,"
1942-8405"
"35786","JOURNAL OF AGRICULTURE OF THE UNIVERSITY OF PUERTO RICO","C",2022,"0041-994X"
"35787","UNIVERSITY OF TORONTO MEDICAL JOURNAL","C",2022,"0042-0239"
"35788","UNIVERSITY OF TORONTO QUARTERLY","C",2022,"0042-0247"
"35789","UNIVERSITY OF TORONTO QUARTERLY","C",2022,"
1712-5278"
"35790","VDI ZEITSCHRIFT","C",2022,"0042-1766"
"35791","VERTIFLITE","C",2022,"0042-4455"
"35792","VERWALTUNG","C",2022,"0042-4498"
"35793","VERWALTUNG","C",2022,"
1865-5211"
"35794","VESTNIK KHIRURGII IMENI I I GREKOVA","C",2022,"0042-4625"
"35795","VESTNIK OFTALMOLOGII","C",2022,"0042-465X"
"35796","VESTNIK OFTALMOLOGII","C",2022,"
2309-1282"
"35797","VESTNIK OTO RINO LARINGOLOGII","C",2022,"0042-4668"
"35798","VESTNIK OTO RINO LARINGOLOGII","C",2022,"
2309-1274"
"35799","VICTORIAN NATURALIST","C",2022,"0042-5184"
"35800","VICTORIAN POETRY","C",2022,"0042-5206"
"35801","VICTORIAN POETRY","C",2022,"
1530-7190"
"35802","VIRGINIA QUARTERLY REVIEW","C",2022,"0042-675X"
"35803","VIRGINIA QUARTERLY REVIEW","C",2022,"
2154-6932"
"35804","VNITRNI LEKARSTVI","C",2022,"0042-773X"
"35805","VNITRNI LEKARSTVI","C",2022,"
1801-7592"
"35806","VOJNOSANITETSKI PREGLED","C",2022,"0042-8450"
"35807","VOJNOSANITETSKI PREGLED","C",2022,"
2406-0720"
"35808","VOPROSY KURORTOLOGII FIZIOTERAPII I LECHEBNOI FIZICHESKOI KULTURY","C",2022,"0042-8787"
"35809","VOPROSY KURORTOLOGII FIZIOTERAPII I LECHEBNOI FIZICHESKOI KULTURY","C",2022,"
2309-1355"
"35810","VOPROSY LITERATURY","C",2022,"0042-8795"
"35811","ZHURNAL VOPROSY NEIROKHIRURGII IMENI N N BURDENKO","C",2022,"0042-8817"
"35812","ZHURNAL VOPROSY NEIROKHIRURGII IMENI N N BURDENKO","C",2022,"
2309-1681"
"35813","VOPROSY PITANIIA","C",2022,"0042-8833"
"35814","WASSERWIRTSCHAFT","C",2022,"0043-0978"
"35815","WASSERWIRTSCHAFT","C",2022,"
2192-8762"
"35816","WATER AND WASTES DIGEST","C",2022,"0043-1141"
"35817","WEST INDIAN MEDICAL JOURNAL","C",2022,"0043-3144"
"35818","WEST INDIAN MEDICAL JOURNAL","C",2022,"
2309-5830"
"35819","WESTERN HUMANITIES REVIEW","C",2022,"0043-3845"
"35820","WIADOMOSCI LEKARSKIE","C",2022,"0043-5147"
"35821","WIENER TIERARZTLICHE MONATSSCHRIFT","C",2022,"0043-535X"
"35822","WIENER TIERARZTLICHE MONATSSCHRIFT","C",2022,"
0253-9411"
"35823","WORDSWORTH CIRCLE","C",2022,"0043-8006"
"35824","WORDSWORTH CIRCLE","C",2022,"
2640-7310"
"35825","YALE REVIEW","C",2022,"0044-0124"
"35826","YALE REVIEW","C",2022,"
1467-9736"
"35827","YMER","C",2022,"0044-0477"
"35828","ZDRAVOOKHRANENIE ROSSIISKOI FEDERATSII MINISTERSTVO
ZDRAVOOKHRANENIIA RSFSR","C",2022,"0044-197X"
"35829","ZDRAVOOKHRANENIE ROSSIISKOI FEDERATSII MINISTERSTVO
ZDRAVOOKHRANENIIA RSFSR","C",2022,"
2412-0723"
"35830","ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","C",2022,"0044-2380"
"35831","ZEITSCHRIFT FUR BIBLIOTHEKSWESEN UND BIBLIOGRAPHIE","C",2022,"
1864-2950"
"35832","ZEITSCHRIFT FU AMP X0308 R DIE GESAMTE VERSICHERUNGSWISSENSCHAFT","C",2022,"0044-2585"
"35833","ZEITSCHRIFT FU AMP X0308 R DIE GESAMTE VERSICHERUNGSWISSENSCHAFT","C",2022,"
1865-9748"
"35834","ZEITSCHRIFT FU AMP X0308 R KUNSTGESCHICHTE","C",2022,"0044-2992"
"35835","ZEITSCHRIFT FU AMP X0308 R KUNSTGESCHICHTE","C",2022,"
2569-1619"
"35836","ZEITSCHRIFT FUR PADAGOGIK","C",2022,"0044-3247"
"35837","ZEITSCHRIFT FUR RELIGIONS UND GEISTESGESCHICHTE","C",2022,"0044-3441"
"35838","ZEITSCHRIFT FUR RELIGIONS UND GEISTESGESCHICHTE","C",2022,"
1570-0739"
"35839","ZENTRALBLATT FUR CHIRURGIE","C",2022,"0044-409X"
