grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
GESNE,Capítulos de libro publicados,Otro capítulo de libro publicado,Historia de las prácticas solidarias en Antioquia. El caso de la sociedad de San Vicente de Paul,Colombia,1995,Regiones Ciudades Empresarios Y Trabajadores En La Historia De Colombia,958-660-016-5, 2,97 - 106,Universidad Pedagógica y Tecnológica de Colombia,"OLGA LUCIA ARBOLEDA ALVAREZ, ANTONIO MARIN CASTANO"
GORAS,Capítulos de libro publicados,Capítulo de libro,Entomofagia: una opción nutricional y sustentable para la alimentación humana,Venezuela,2021,Tendencias en la investigación universitaria. Una visión desde Latinoamérica,978-980-7857-48-2, ,198 - 213,Fondo Editorial Universitario Servando Garcés,"MARIA EUGENIA ARISTIZABAL GIRALDO, WILLIAN ISRAEL GALINDO PADILLA, MELISSA LOPEZ MEJIA, CARLOS MARIO MOLINA GIRALDO, SEBASTIAN ARIAS GIRALDO"
GORAS,Capítulos de libro publicados,Capítulo de libro,Humanitarian Social Logistic and the Fourth Sector: Policy Design for Communities Affected by the Disaster,Suiza,2021,Social Innovation and Entrepreneurship in the Fourth Sector: Sustainable Best-Practices from Across the World,978-3-030-75714-4, ,9 - 31,"Springer Publishing Company, Inc.","JUAN CARLOS MORALES GAVIRIA, NESTOR EDUARDO FLOREZ OVIEDO"
GORAS,Capítulos de libro publicados,Capítulo de libro,"Nonprofit Organizations of the Fourth Sector That Promote Education Social Solidarity Economy in the Fourth Industrial Revolution of Medellin, Colombia",España,2021,Social Innovation and Entrepreneurship in the Fourth Sector,978-3-030-75714-4, ,33 - 57,"Springer Publishing Company, Inc.","SANDRA MILENA MALAVERA PINEDA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Effects of the Orange Economy on Social Entrepreneurship in the City of Medellin,España,2021,Entrepreneurship in the Fourth Sector,978-3-030-68390-0, ,263 - 286,"Springer Publishing Company, Inc.","JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,"Inteligencia emocional, un influenciador estratégico para expandir mercados.",Venezuela,2020,Tendencias en la Investigación Universitaria. Una visión desde Latinoamérica,978-980-7857-39-0, ,134 - 145,Universitario Servando Garcés de la Universidad Politécnica Territorial de Falcón Alonso Gamero,"JUAN SANTIAGO CALLE PIEDRAHITA, BYRON ENRIQUE PORTILLA ROSERO, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Capítulo de libro,PROPUESTA DE UN SISTEMA DE INTELIGENCIA Y VIGILANCIA EMPRESARIAL COMO MECANISMO DE SUPERVIVENCIA EN LAS UNIVERSIDADES DEL SIGLO 21,Colombia,2020,Vol. I y II Ed. 3,978-958-52333-7-9, ,181 - 189,Editorial Instituto Antioqueño de Investigación,"LAURA ELENA ZAPATA JIMENEZ, SANDRA MILENA MALAVERA PINEDA, VICTORIA BLAQUISED RIVERA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Impacto por el Covid-19 en el sector turístico en Medellín,España,2020,Retos y oportunidades para emprender en la sociedad del  conocimiento,978-84-1377-140-3, ,551 - ,DYKINSON,"JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Análisis a las estrategias de los profesores universitarios para asesorar las clases e integrar los diversos saberes desde una función crítica y de extensión de responsabilidades en el conocimiento.,Colombia,2020,Revolución en la Formación y la Capacitación para el Siglo XXI,978-958-52333-8-6-, ,579 - 587,Editorial Instituto Antioqueño de Investigación,"JUAN SANTIAGO CALLE PIEDRAHITA, ANA ISABEL ISAZA ZAPATA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Capítulo de libro,EMPRENDIMIENTO SOCIAL Y LOS EFECTOS DE LA ECONOMÍA NARANJA EN LA CIUDAD DE MEDELLÍN,España,2020,Retos y oportunidades para emprender en la sociedad del conocimiento,978-84-1377-140-3, ,603 - 608,Editorial DYKINSON,"JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA, PAULA ANDREA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,DESARROLLO DE COMPETENCIAS EN INNOVACIÓN SOCIAL EN UNIVERSITARIOS,Venezuela,2020,Tendencias en la investigación Universitaria. Una mirada desde latinoamérica,9789807857390, ,697 - 714,Fondo Editorial Universitario Servando Garcés de la Universidad Politécnica,                
GORAS,Capítulos de libro publicados,Capítulo de libro,"Intrainnovación social en las IES, estrategia en la formación de emprendedores para la 4ta revolución industrial",Venezuela,2020,Tendencias en la investigación Universitaria. Una mirada desde latinoamérica,9789807857390, ,343 - 359,Fondo Editorial Universitario Servando Garcés de la Universidad Politécnica,                
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,El direccionamiento estratégico: determinante en la calidad gerencial de las organizaciones,Colombia,2020,Calidad a Sangre Fría,:-978-958-8943-59-6, ,34 - 53,Fondo editorial Universidad Católica Luis Amigó,"NATALLY YEPES BAENA, LUIS FERNANDO QUINTERO ARANGO"
GORAS,Capítulos de libro publicados,Capítulo de libro,Percepción de la gestión de innovación en el sector social solidario en Antioquia  Colombia,España,2020,Retos y oportunidades para emprender en la sociedad del conocimiento,978-84-1377-140-3, ,202 - 206,Editorial DYKINSON,"JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA, PAULA ANDREA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,IMPACTO POR EL COVID19 EN EL SECTOR TURÍSTICO EN MEDELLÍN,España,2020,Retos y oportunidades para emprender en la sociedad del conocimiento,978-84-1377-140-3, ,551 - 555,Editorial DYKINSON,"JUAN SANTIAGO CALLE PIEDRAHITA, SANDRA MILENA MALAVERA PINEDA, PAULA ANDREA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Capacidades dinámicas en organizaciones de ingeniería química,Colombia,2020,DESARROLLO E INNOVACIÓN EN INGENIERÍA,978-958-52333-4-8, ,385 - 393,Instituto Antioqueño de Investigación,"JUAN SANTIAGO CALLE PIEDRAHITA, BYRON ENRIQUE PORTILLA ROSERO, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Liderazgo Educativo en la Cuarta Revolución Industrial,Italia,2020,ARMONIZACIÓN PEDAGÓGICA. PERSPECTIVAS E INVESTIGACIONES SOBRE EL FUTURO DE LA EDUCACIÓN,978-88-943653-3-7, ,549 - 565,CIELIT University Press,"SANDRA MILENA MALAVERA PINEDA, PAULA ANDREA MALAVERA PINEDA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Valor agregado del proceso formativo en los graduados de la Universidad Católica Luis Amigó,Colombia,2019,Tendencias en la investigación Universitaria. Una mirada desde latinoamérica,978-980-7857-33-8, ,498 - 511,Fondo Editorial Universitario Servando Garcés de la Universidad Politécnica,                
GORAS,Capítulos de libro publicados,Capítulo de libro,El liderazgo docente en el desarrollo de la Cuarta Revolución Industrial,Colombia,2019,Vol. I y II,978-958-52333-3-1, ,797 - 806,Editorial Instituto Antioqueño de Investigación,"SANDRA MILENA MALAVERA PINEDA, MONICA BETANCUR MARTINEZ, PAULA ANDREA MALAVERA PINEDA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Percepciones de los docentes sobre la inclusión educativa,Venezuela,2019,Gestión del Conocimiento Perspectiva Multidisciplinaria,-978-980-7494-83-0, ,135 - 148,Fondo Editorial Universitario de la Universidad Nacional Experimental Sur del Lago Jesús María Semprúm,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA, BYRON ENRIQUE PORTILLA ROSERO, ANA ISABEL ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Capítulo de libro,La cultura financiera en estudiantes de pregrado: riesgos y oportunidades en el manejo del dinero,Colombia,2018,GENERACIÓN DE CONOCIMIENTO PARA LA COMPETITIVIDAD EMPRESARIAL,978-958-5512-01-6, ,5 - 20,Coporación universitaria Americana,"LUIS FERNANDO QUINTERO ARANGO, DANY ESTEBAN GALLEGO QUICENO, JORGE IVAN JIMENEZ SUAREZ, CAMILO ANDRES ECHEVERRI GUTIERREZ, LAURA ESTEFANY BUSTAMANTE PENAGOS"
GORAS,Capítulos de libro publicados,Capítulo de libro,Responsabilidad ética herramienta para mejorar la competitividad del sector servicios petroleros D,Venezuela,2018,Tendencias en la Investigación Universitaria en Latinoamérica. ,978-980-7857-08-6, ,03 - 28,FONDO EDITORIAL UNIVERSITARIO SERVANDO GARCES,"DORKYS COROMOTO ROJAS NIEVES, YAMARU DEL VALLE CHIRINOS ARAQUE"
GORAS,Capítulos de libro publicados,Capítulo de libro,Matices de la planificación del desarrollo sostenible desde la complejidad,Venezuela,2018,Tendencias en la Investigación Universitaria en Latinoamérica. ,978-980-7857-09-3, ,94 - 113,FONDO EDITORIAL UNIVERSITARIO SERVANDO GARCES,"YAMARU DEL VALLE CHIRINOS ARAQUE, NATALIYA BARBERA ALVARADO, LYNETH HAYMARA CAMEJO LOPEZ"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Gomas naturais e suas aplicações na indústria alimentícia,Brasil,2018,Perspectivas para Agropecuária Sustentável,978-85-400-2443-4, ,469 - 484,Editora Kelps,SEBASTIAN ARIAS GIRALDO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Técnicas sustentáveis para armazenamento de grãos,Brasil,2018,Perspectivas para Agropecuária Sustentável,978-85-400-2443-4, ,249 - 268,Editora Kelps,SEBASTIAN ARIAS GIRALDO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Técnicas pós-colheita para manutenção da qualidade de frutas e hortaliças,Brasil,2018,Perspectivas para Agropecuária Sustentável,978-85-400-2443-4, ,299 - 314,Editora Kelps,SEBASTIAN ARIAS GIRALDO
GORAS,Capítulos de libro publicados,Capítulo de libro,Factores estratégicos de las empresas multilatinas de la ciudad de Medellín y su expansión en los mercados internacional,Colombia,2018,GENERACIÓN DE CONOCIMIENTO PARA LA COMPETITIVIDAD EMPRESARIAL I,978-958-5512-01-6, ,113 - 132,Corporación Universitaria Americana,LUIS FERNANDO QUINTERO ARANGO
GORAS,Capítulos de libro publicados,Capítulo de libro,Concepciones sobre inteligencia financiera: un análisis en el contexto universitario de Medellín,Colombia,2018,GENERACIÓN DE CONOCIMIENTO PARA LA COMPETITIVIDAD EMPRESARIAL I,978-958-5512-01-6, ,20 - 35,Corporación Universitaria Americana,"JORGE IVAN JIMENEZ SUAREZ, LUIS FERNANDO QUINTERO ARANGO, DANY ESTEBAN GALLEGO QUICENO, CAMILO ANDRES ECHEVERRI GUTIERREZ, LAURA ESTEFANY BUSTAMANTE PENAGOS"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Diseño y métodos de investigación,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica. Universidad Católica Luis Amigó.,978-958-9943-38-1, ,62 - 76,Universidad Católica Luis Amigó,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Capítulos de libro publicados,Capítulo de libro,La educación ambiental en el proyecto educativo integral comunitaria: una reflexión desde la participación en comunidades escolares,Venezuela,2018,Tendencias en la Investigación Universitaria una Visión desde Latinoamrica ,978-980-7857-03-1, ,03 - 31,FONDO EDITORIAL UNIVERSITARIO SERVANDO GARCES,"VICTOR HUGO MERINO CORDOBA, YAMARU DEL VALLE CHIRINOS ARAQUE, CARMEN YSABEL MARTINEZ DE MERINO"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Orientación al mercado: herramienta para la generación de ventaja competitiva e innovación en comercializadoras de químicos,Colombia,2017,desarrollo e innovación¿ Funlam,2463-0004, ,70 - 74,Universidad Católica Luis Amigó,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Tendencia prospectiva de estudios superiores de administración de empresas en Antioquia,Colombia,2017,Congreso Reflexiones sobre Administración,2619-2314, ,73 - 81,Universidad Pontificia Bolivariana,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Percepciones de las dificultades en la innovación de emprendedores en Colombia.,Colombia,2016,"resúmenes del Simposio de Investigación Ustamed 2016,",2463-0489, ,486 - 490,Universidad Santo Tomás,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Enseñanza y aprendizaje en el contexto de educación superior.,Colombia,2016,Simposio de investigación ustamed libro de resúmenes,2463-0489, ,485 - 490,Departamento Publicaciones Universidad Santo Tomas,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Inteligencia emocional de los docentes de ciencias en la aplicación del método científico.,España,2015,Didáctica y TIC aplicadas a la Educación (CIEDUC 2015),978-84-16133-65-9, ,650 - 659,Universidad De Alcala,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,El control emocional del maestro: Base de una relación corresponsable de la sociedad.,Colombia,2015,SIMPOSIO DE INVESTIGACIÓN USTAMED 2015,2463-0489, ,270 - 275,"UNIVERSIDAD SANTO TOMÁS, SEDE MEDELLÍN","JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Capítulo de libro,Nutresa Una estrategia de crecimiento empresarial,Colombia,2015,Casos De Crecimiento Empresarial,978-958-59061-4-3, ,8 - 40,Fondo Editorial María Cano,LUIS FERNANDO QUINTERO ARANGO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Acercamiento a las características de la inteligencia intrapersonal de maestros,Colombia,2015,XVIII ENCUENTRO NACIONAL DE INVESTIGACIÓN,2463-0004, ,49 - 59,Universidad Católica Luis Amigó,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Aprender a investigar desde la infancia en con-texto del maestro investigador,Colombia,2015,XIV Jornadas Y II Congreso Internacional Del Maestro Investigador: Investigar En Educación Y Educar En Investigación,-978-958-764-240-7, ,1665 - 1684,Universidad Pontificia Bolivariana,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,ACERCAMIENTOS A LA INVESTIGACIÓN EN ESTRATEGIA ORGANIZACIONAL EN COLOMBIA,Colombia,2014,Investigacion En Administracion Y Redes Globales De Conocimiento,9789587722383, ,1317 - 1327,Centro Editorial Universidad Del Valle,JUAN CARLOS MORALES GAVIRIA
GORAS,Capítulos de libro publicados,Capítulo de libro,CARACTERÍSTICAS DE LA INTELIGENCIA EMOCIONAL DEL MAESTRO QUE INFLUYEN EN EL USO DE LAS TIC EN LA INFANCIA,Argentina,2014,Reorganización De Las Trayectorias Escolares: Ciudad De Buenos Aires (Argentina): Programas De Aceleración,9788476662106, ,1 - 15,Universidad De Buenos Aires Eudeba,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Construcción de un instrumento de medición de la madurez de la gestión de conocimiento,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,79 - 94,Fondo Editorial Funlam,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Prospectiva del Perfil de los Docentes para Enseñar Desde la Autonomía.,Colombia,2014,Social y Cultural  Retos y Desafios para la Construcción Social de territorios del Futuro,978-958-651-594-8, ,132 - 143,Universidad Nacional Abierta y a Distancia ¿ UNAD,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Madurez de la Gestión del Conocimiento en la dimensión tecnológica en grandes empresas de Medellín-Colombia,España,2014,Nuevas Conexiones,9786124636721, ,1 - 15,Xxxviii Asamblea Anual De Cladea Consejo Latinoamericano De Escuelas De Administracion,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Capítulo de libro,"La Gestión del Talento Humano, enfocada desde las teorías de sistemas, una propuesta para la competitividad de las personas y las organizaciones",Colombia,2014,Nuevas Conexiones,9786124636721, ,1 - 16,Xxxviii Asamblea Anual De Cladea Consejo Latinoamericano De Escuelas De Administracion,MARIO LEON RESTREPO MUNERA
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Reflexiones sobre la motivación de estudiantes de básica primaria hacia la investigación en dos instituciones educativas (IE) del Valle De Aburrá,Colombia,2013,Congreso de Investigación y Pedagogía III Nacional II Internacional.,2344-7990, ,1 - 7,Impresiones Y Publicaciones Uptc,"JUAN SANTIAGO CALLE PIEDRAHITA, GLORIA MARIA ISAZA ZAPATA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,La comunicación de la responsabilidad social empresarial en la estrategia de la empresa: reflexiones y presentación de un ejercicio de análisis,Colombia,2013,Discusiones Contemporáneas De La Gestión,978-958-8399-60-7, ,55 - 67,Fondo Editorial Funlam,ALEXANDER MARIN LOPEZ
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Experiencia investigativa sobre el emprendimiento y sus dinámicas en la educación superior,Colombia,2013,Discusiones Contemporáneas De La Gestión,978-958-8399-60-7, ,6 - 68,Fondo Editorial Funlam,MARTHA DEL SOCORRO ALZATE CARDENAS
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Características de la investigación escolar promovida por los directivos docentes.,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,144 - 148,Fondo Editorial Funlam,JUAN SANTIAGO CALLE PIEDRAHITA
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,ANÁLISIS EXPLORATORIO DE LA MADUREZ DE LA GESTIÓN DEL CONOCIMIENTO EN GRANDES EMPRESAS DE LA CIUDAD DE MANIZALES,Colombia,2013,Memorias Del Encuentro Internacional De Investigadores En Administración 2013,978-958-772-140-9, ,455 - 470,Facultad De Ciencias De La Administracion Universidad Del Valle,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Revisión de las Metodologías de Gestión Tecnológica y sus aplicaciones: 1995-2011,Colombia,2012,Iii Congreso Internacional De Gestión Tecnológica E Innovación. ¿Gestión De La Tecnología Y La Innovación Para La Competitividad En Los Mercados Abiertos¿,978-958-764-042-7, ,283 - 283,Upb Universidad Pontificia Bolivariana,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Aportes para la discusión de un concepto de innovación social,Colombia,2012,Los Retos De La Innovación Para La Universidad Colombiana,9789588748863, ,23 - 30,,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Capítulos de libro publicados,Capítulo de libro,"Facilitadores para creación de conocimiento organizacional desde la perspectiva de la dimensión humana""",Colombia,2012,Organización Y Conocimiento,978-958-8399-45-4, ,7 - 20,Fondo Editorial Funlam,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Evaluación de procesos y Tecnologías de Gestión del Conocimiento en Grandes empresas de Medellín,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,161 - 177,Fondo Editorial Funlam,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Perspectivas de conocimiento y modelos de Gestión del Conocimiento en el ambito académico y empresarial,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,36 - 58,Fondo Editorial Funlam,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Perspectivas de Conocimiento y Principales Modelos de Gestión del Conocimiento Implementados en el Contexto Empresarial y Académico,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,36 - ,Fondo Editorial Funlam,JOSE ENRIQUE ARIAS PEREZ
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Evaluación de Procesos y Tecnologías de Gestión del Conocimiento en Grandes Empresas de Medellín,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,160 - ,Fondo Editorial Funlam,"CARLOS MARIO DURANGO YEPES, JOSE ENRIQUE ARIAS PEREZ"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Facilitadores para creación de conocimiento organizacional desde la perspectiva de la dimensión humana,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,7 - 20,Fondo Editorial Funlam,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Diagnóstico de la Gestión del conocimiento en la Universidad Pontificia Bolivariana,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,123 - 143,Fondo Editorial Funlam,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Gestión del acoplamiento entre personas y sistemas organizacionales para su co-evolución,Colombia,2011,Organización Y Conocimiento,978-958-8399-45-4, ,97 - 121,Fondo Editorial Funlam,"MARIO LEON RESTREPO MUNERA, JULIANA MARIA ORTEGA FIGUEROA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Análisis comparativo de los modelos de madurez de la Gestión del Conocimiento en Grandes empresas de Medellín,Colombia,2011,Xiv Congreso Latino-Iberoaméricano De Gestión Tecnológica - Altec 2011. Innovación Para El Crecimiento Sostenible En El Marco Del Bicentenario,978-612-4057-48-9, ,201 - 201,Altec,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,DISEÑO DEL SISTEMA DE INFORMACIÓN DE INDICADORES SOCIALES DE CIENCIA Y TECNOLOGÍA PARA LA FUNLAM,Colombia,2011,Empresa Y Región,978-958-719-789-1, ,1078 - 1091,Universidad Nacionalde Colombia,ALEXANDER MARIN LOPEZ
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Auditoria de conocimiento y aspectos organizacionales para la Gestión del Conocimiento,Colombia,2009,Xiii Seminario Latino-Iberoamericano De Gestión Tecnológica ¿ Altec 2009: Innovación Y Creatividad Para El Desarrollo Sostenible,978-958-8387-32-1, ,92 - 92,Altec,CARLOS MARIO DURANGO YEPES
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Marketing Social en la Actualidad,Colombia,2008,Retos Y Perspectivas,958-8348-29-3, ,25 - 33,Sello Editorial Universidad De Medellin,MARIO LEON RESTREPO MUNERA
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,"Prospectiva del marketing social en empresas de servicios. El marketing social, más allá de las acciones de responsabilidad social empresarial",Colombia,2008,Retos Y Perspectivas,978-958-8348-29-2, ,25 - 33,Sello Editorial Universidad De Medellin,CARLOS ANDRES ARISTIZABAL BOTERO
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,El Mercadeo Social en la Actualidad,Colombia,2007,Cuadernillos de Administración,0, , - ,Tecnológico de Antioquia,"JOSE ENRIQUE ARIAS PEREZ, CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA"
GORAS,Capítulos de libro publicados,Otro capítulo de libro publicado,El Mercadeo Social en la Actualidad,Colombia,2007,Cuadernillos De Administración,958-98428-0-1, 2,18 - 38,,"CARLOS ANDRES ARISTIZABAL BOTERO, MARIO LEON RESTREPO MUNERA, JOSE ENRIQUE ARIAS PEREZ"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,MUJERES TRABAJADORAS Y FUERO DE MATERNIDAD: LOS OBSTÁCULOS PARA SU GARANTÍA EN LA ERA DE LA GLOBALIZACIÓN,Colombia,2022,de infancias y de adolescencias. Retos y oportunidades,978-958-8943-80-0, ,10 - 31,FONDO EDITORIAL UNIVERSIDAD CATÓLICA LUIS AMIGÓ,"ANA PATRICIA PABON MANTILLA, ELVIGIA CARDONA ZULETA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"DERECHO IUS FUNDAMENTAL DE LAS MUJERES A LA INTERRUPCIÓN VOLUNTARIA DEL EMBARAZO (IVE) EN CONDICIONES DE ACCESIBILIDAD, CALIDAD Y RESPETO.",Colombia,2022,de infancias y de adolescencias. Retos y oportunidades,978-958-8943-80-0, ,55 - 75,FONDO EDITORIAL UNIVERSIDAD CATÓLICA LUIS AMIGÓ,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,La subjetividad de la niñez migrante una mirada critica y cultural,Colombia,2021,de infancias y de adolescencias. Desafíos y realidades,978-958-8943-74-9, ,112 - 125,Universidad Católica Luis Amigó,"NATALIA ANDREA ALZATE ALZATE"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Contribuciones a los cambios paradigmáticos del derecho ambiental a partir del acceso a la justicia de niñas, niños y adolescentes en Colombia",Colombia,2021,de Infancias y de Adolescencias. Desafíos y Realidades,978-958-8943-74-9, ,66 - 93,Fondo Editorial Universidad Católica Luis Amigó,"JORGE EDUARDO VASQUEZ SANTAMARIA, CAROLINA RESTREPO MUNERA"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Las Pruebas en Derecho de Familia, Infancia y Adolescencia desde un enfoque de equidad de género para las mujeres",Colombia,2021,de infancias y de adolescencias. Desafíos y realidades,978-958-8943-74-9, ,31 - 50,FONDO EDITORIAL UNIVERSIDAD CATÓLICA LUIS AMIGÓ,ELVIGIA CARDONA ZULETA
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Derecho Probatorio en el régimen de derecho público colombiano,Colombia,2021,Homenaje a Michele Taruffo un jurista del futuro: el legado de Taruffo para Latinoamérica,9789585331884, ,384 - 404,Institución Universitaria de Envigado,"DANY STEVEN GOMEZ AGUDELO, JUAN ESTEBAN AGUIRRE ESPINOSA, FABIO ANDRES URIBE PALACIO"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Potencial de la memoria y la orientación a posibilidades futuras,Colombia,2021,Investigación de fenómenos psicosociales: una aproximación para el encuentro con el otro,978-958-8943-68-8, ,17 - 24,Fondo Editorial Universidad Católica Luis Amigó,PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,Transformaciones de la investigación jurídica y sociojurídica de la subregión del eje cafetero de Colombia 2008 - 2018,Colombia,2021,Colombia: investigación sociojurídica,978-958-8943-67-1, ,77 - 102,Fondo Editorial Universidad Católica Luis Amigó,"JORGE EDUARDO VASQUEZ SANTAMARIA, KATY LUZ MILLAN OTERO"
JURIDICAS Y SOCIALES,Capítulos de libro publicados,Capítulo de libro,"Diagnóstico de la violencia escolar: una mirada desde los estudiantes de los grados quinto y sexto de tres instituciones educativas en el corregimiento de Puerto Caldas, Pereira, Risaralda, disponible en https://www.funlam.edu.co/uploads/fondoeditorial/687_Colombia_investigacion_sociojuridica.pdf",Colombia,2021,Colombia: Investigación Sociojurídica,978-958-8943-60-2, ,59 - 102, Fondo Editorial Universidad Católica Luis Amigó,"DANY STEVEN GOMEZ AGUDELO, CRISTIAN FERNAN MUNOZ MUNOZ, PAULA NATHALIA MATALLANA GUERRERO"
